,training_phase_1,0,0,0,materials/stimuli/12.png,Beta,Beta,True,6.958067699997628
,training_phase_1,0,0,1,materials/stimuli/1.png,Alpha,Alpha,True,1.8830594999963068
,training_phase_1,0,0,2,materials/stimuli/3.png,Alpha,Beta,False,2.9996959999989485
,training_phase_1,0,0,3,materials/stimuli/6.png,Beta,Beta,True,1.8351796000060858
,training_phase_1,0,0,4,materials/stimuli/8.png,Alpha,Alpha,True,1.6046079000007012
,training_phase_1,0,0,5,materials/stimuli/10.png,Beta,Beta,True,0.8921830999970553
,training_phase_1,0,0,6,materials/stimuli/4.png,Beta,Alpha,False,4.250608499998634
,training_phase_1,0,0,7,materials/stimuli/7.png,Alpha,Alpha,True,1.239550499994948
,training_phase_1,0,0,8,materials/stimuli/9.png,Alpha,Alpha,True,0.9541758999985177
,training_phase_1,0,0,9,materials/stimuli/11.png,Beta,Beta,True,0.36763649999920744
,training_phase_1,0,0,10,materials/stimuli/5.png,Beta,Beta,True,1.2042867000054684
,training_phase_1,0,0,11,materials/stimuli/2.png,Alpha,Alpha,True,0.6144149000028847
,training_phase_1,0,1,12,materials/stimuli/2.png,Alpha,Alpha,True,0.34655930000008084
,training_phase_1,0,1,13,materials/stimuli/7.png,Alpha,Beta,False,1.08389989999705
,training_phase_1,0,1,14,materials/stimuli/5.png,Beta,Beta,True,0.5666296999988845
,training_phase_1,0,1,15,materials/stimuli/12.png,Beta,Beta,True,0.6273455000045942
,training_phase_1,0,1,16,materials/stimuli/6.png,Beta,Beta,True,1.0351824000026681
,training_phase_1,0,1,17,materials/stimuli/11.png,Beta,Beta,True,0.9113901999953669
,training_phase_1,0,1,18,materials/stimuli/9.png,Alpha,Alpha,True,2.222351999997045
,training_phase_1,0,1,19,materials/stimuli/4.png,Beta,Beta,True,6.2715263000063715
,training_phase_1,0,1,20,materials/stimuli/1.png,Alpha,Alpha,True,0.5704263000006904
,training_phase_1,0,1,21,materials/stimuli/8.png,Alpha,Alpha,True,0.6478102000037325
,training_phase_1,0,1,22,materials/stimuli/10.png,Beta,Beta,True,0.37808640000002924
,training_phase_1,0,1,23,materials/stimuli/3.png,Alpha,Alpha,True,0.583306000000448
,training_phase_1,0,2,24,materials/stimuli/4.png,Beta,Beta,True,1.5474424000058207
,training_phase_1,0,2,25,materials/stimuli/9.png,Alpha,Alpha,True,5.847361699998146
,training_phase_1,0,2,26,materials/stimuli/8.png,Alpha,Alpha,True,3.9832420000020647
,training_phase_1,0,2,27,materials/stimuli/3.png,Alpha,Alpha,True,2.2081850999966264
,training_phase_1,0,2,28,materials/stimuli/12.png,Beta,Beta,True,1.916657200003101
,training_phase_1,0,2,29,materials/stimuli/6.png,Beta,Beta,True,2.14867950000189
,training_phase_1,0,2,30,materials/stimuli/10.png,Beta,Beta,True,0.6859865000005811
,training_phase_1,0,2,31,materials/stimuli/1.png,Alpha,Alpha,True,0.35007629999745404
,training_phase_1,0,2,32,materials/stimuli/2.png,Alpha,Alpha,True,0.333023699997284
,training_phase_1,0,2,33,materials/stimuli/11.png,Beta,Beta,True,1.0269925000029616
,training_phase_1,0,2,34,materials/stimuli/7.png,Alpha,Alpha,True,0.6455865000025369
,training_phase_1,0,2,35,materials/stimuli/5.png,Beta,Beta,True,1.286708899999212
,test_phase,0,0,0,materials/stimuli/8.png,Alpha,Alpha,gen,3.8251320000053965
,test_phase,0,0,1,materials/stimuli/2.png,Alpha,Alpha,gen,0.8238683000017772
,test_phase,0,0,2,materials/stimuli/10.png,Beta,Beta,gen,0.4183504999964498
,test_phase,0,0,3,materials/stimuli/11.png,Beta,Beta,gen,0.6481732999964152
,test_phase,0,0,4,materials/stimuli/13.png,test,Alpha,gen,1.9026702999981353
,test_phase,0,0,5,materials/stimuli/12.png,Beta,Beta,gen,0.57529760000034
,test_phase,0,0,6,materials/stimuli/3.png,Alpha,Alpha,gen,2.991769699998258
,test_phase,0,0,7,materials/stimuli/7.png,Alpha,Alpha,gen,2.6951122999962536
,test_phase,0,0,8,materials/stimuli/9.png,Alpha,Alpha,gen,0.9022769000002882
,test_phase,0,0,9,materials/stimuli/6.png,Beta,Beta,gen,1.0651653000022634
,test_phase,0,0,10,materials/stimuli/14.png,test,Alpha,gen,0.26819329999852926
,test_phase,0,0,11,materials/stimuli/15.png,test,Alpha,gen,0.09388830000534654
,test_phase,0,0,12,materials/stimuli/4.png,Beta,Beta,gen,0.7942139000006136
,test_phase,0,0,13,materials/stimuli/1.png,Alpha,Alpha,gen,0.6588486999971792
,test_phase,0,0,14,materials/stimuli/5.png,Beta,Beta,gen,0.8283149999988382
