2,training_phase_1,2,0,0,materials/stim/i-4.png,Alpha,Alpha,True,2.4027363999921363
2,training_phase_1,2,0,1,materials/stim/i-7.png,Beta,Beta,True,0.9047749000019394
2,training_phase_1,2,0,2,materials/stim/i-5.png,Alpha,Alpha,True,0.5641885999939404
2,training_phase_1,2,0,3,materials/stim/i-6.png,Beta,Beta,True,1.5151038999902084
2,training_phase_1,2,0,4,materials/stim/i-11.png,Beta,Alpha,False,0.7854329999827314
2,training_phase_1,2,0,5,materials/stim/i-0.png,Alpha,Alpha,True,0.7462338000186719
2,training_phase_1,2,0,6,materials/stim/i-3.png,Alpha,Beta,False,0.6545293999952264
2,training_phase_1,2,0,7,materials/stim/i-10.png,Beta,Beta,True,1.6301791000005323
2,training_phase_1,2,0,8,materials/stim/i-9.png,Beta,Alpha,False,1.8594337000104133
2,training_phase_1,2,0,9,materials/stim/i-1.png,Alpha,Alpha,True,0.9812485000002198
2,training_phase_1,2,0,10,materials/stim/i-8.png,Beta,Beta,True,0.9624046999961138
2,training_phase_1,2,0,11,materials/stim/i-2.png,Alpha,Alpha,True,2.1843058000085875
2,training_phase_1,2,1,12,materials/stim/i-9.png,Beta,Beta,True,1.3184774999972433
2,training_phase_1,2,1,13,materials/stim/i-4.png,Alpha,Alpha,True,1.102688200015109
2,training_phase_1,2,1,14,materials/stim/i-10.png,Beta,Beta,True,0.422165900003165
2,training_phase_1,2,1,15,materials/stim/i-2.png,Alpha,Beta,False,0.7954301999998279
2,training_phase_1,2,1,16,materials/stim/i-6.png,Beta,Beta,True,1.8538713000016287
2,training_phase_1,2,1,17,materials/stim/i-3.png,Alpha,Alpha,True,2.505675699998392
2,training_phase_1,2,1,18,materials/stim/i-8.png,Beta,Beta,True,1.431518800003687
2,training_phase_1,2,1,19,materials/stim/i-5.png,Alpha,Alpha,True,1.720692999981111
2,training_phase_1,2,1,20,materials/stim/i-1.png,Alpha,Beta,False,0.0003896999987773597
2,training_phase_1,2,1,21,materials/stim/i-7.png,Beta,Beta,True,2.1276597999967635
2,training_phase_1,2,1,22,materials/stim/i-11.png,Beta,Alpha,False,0.8154301000176929
2,training_phase_1,2,1,23,materials/stim/i-0.png,Alpha,Alpha,True,1.8533409999799915
2,training_phase_1,2,2,24,materials/stim/i-6.png,Beta,Beta,True,0.8109533000097144
2,training_phase_1,2,2,25,materials/stim/i-7.png,Beta,Alpha,False,2.003062600007979
2,training_phase_1,2,2,26,materials/stim/i-10.png,Beta,Beta,True,1.1013642000034451
2,training_phase_1,2,2,27,materials/stim/i-2.png,Alpha,Alpha,True,0.5229249999974854
2,training_phase_1,2,2,28,materials/stim/i-5.png,Alpha,Alpha,True,0.3414061999937985
2,training_phase_1,2,2,29,materials/stim/i-8.png,Beta,Beta,True,1.5718204000149854
2,training_phase_1,2,2,30,materials/stim/i-11.png,Beta,Alpha,False,0.6670929999963846
2,training_phase_1,2,2,31,materials/stim/i-3.png,Alpha,Alpha,True,0.4960005999892019
2,training_phase_1,2,2,32,materials/stim/i-4.png,Alpha,Alpha,True,0.9458505999937188
2,training_phase_1,2,2,33,materials/stim/i-0.png,Alpha,Beta,False,0.2175996000005398
2,training_phase_1,2,2,34,materials/stim/i-1.png,Alpha,Alpha,True,0.6420863000093959
2,training_phase_1,2,2,35,materials/stim/i-9.png,Beta,Beta,True,0.908093900012318
2,test_phase,2,0,0,materials/stim/i-1.png,Alpha,Beta,gen,2.295061299984809
2,test_phase,2,0,1,materials/stim/i-2.png,Alpha,Alpha,gen,1.1181338999886066
2,test_phase,2,0,2,materials/stim/i-5.png,Alpha,Alpha,gen,0.0784908999921754
2,test_phase,2,0,3,materials/stim/i-12.png,test,Beta,gen,1.221080899995286
2,test_phase,2,0,4,materials/stim/i-7.png,Beta,Beta,gen,1.4517225000017788
2,test_phase,2,0,5,materials/stim/i-0.png,Alpha,Alpha,gen,1.2606206000200473
2,test_phase,2,0,6,materials/stim/i-9.png,Beta,Beta,gen,1.9501716000086162
2,test_phase,2,0,7,materials/stim/i-3.png,Alpha,Alpha,gen,2.1796941999928094
2,test_phase,2,0,8,materials/stim/i-8.png,Beta,Alpha,gen,0.7428905999986455
2,test_phase,2,0,9,materials/stim/i-11.png,Beta,Alpha,gen,1.6525340999942273
2,test_phase,2,0,10,materials/stim/i-13.png,test,Beta,gen,1.3549896000185981
2,test_phase,2,0,11,materials/stim/i-6.png,Beta,Beta,gen,1.642607699992368
2,test_phase,2,0,12,materials/stim/i-10.png,Beta,Beta,gen,2.535236099996837
2,test_phase,2,0,13,materials/stim/i-14.png,test,Alpha,gen,2.355621599999722
2,test_phase,2,0,14,materials/stim/i-4.png,Alpha,Alpha,gen,0.1188687999965623
